Epoch,Training Loss,Training Accuracy,Training Precision,Training Recall,Training F1,Random Val Loss,Random Val Accuracy,Random Val Precision,Random Val Recall,Random Val F1,Sequence Val Loss,Sequence Val Accuracy,Sequence Val Precision,Sequence Val Recall,Sequence Val F1
1,0.55395110299695,81.13500588932311,0.8106433068260629,0.8113500588932311,0.8088657766459291,0.31485238751995004,89.64180011160636,0.8957454395521024,0.8964180011160635,0.8946112234447936,2.0803084853954195,49.45927427614803,0.5706538393910561,0.49459274276148024,0.5042652097113937
2,0.25816952771722934,91.64881621956668,0.9157063376075557,0.9164881621956668,0.9156325224183375,0.22160681296772045,92.75406338958388,0.9270208858894637,0.9275406338958387,0.9267992234207656,2.336234847676271,45.52974168073519,0.553143278866041,0.4552974168073519,0.46074917352353917
3,0.19437387307148196,93.89717789287613,0.9385611473749456,0.9389717789287613,0.9386514904749512,0.17437825022796538,94.80747903849006,0.9479705308563569,0.9480747903849006,0.9480107547998983,3.322861659283561,41.771150463731466,0.5299535386073605,0.41771150463731466,0.41431960391257455
4,0.15961602402440572,95.21587415390647,0.9519685443596155,0.9521587415390647,0.9520329812824122,0.1491134138046579,95.50113372277829,0.955055427419364,0.9550113372277829,0.9549705759681514,4.155451617673885,37.86422168695124,0.4949865276658691,0.3786422168695124,0.3708813436374378
5,0.13783531681965974,96.01124180836655,0.9600397857417863,0.9601124180836654,0.9600662679899771,0.13234778488725626,96.13686612182046,0.9613620625125361,0.9613686612182045,0.9613037860463663,4.512237340025871,39.03962025584697,0.5099472172344804,0.39039620255846974,0.380525914454406
