Epoch,Training Loss,Training Accuracy,Training Precision,Training Recall,Training F1,Random Val Loss,Random Val Accuracy,Random Val Precision,Random Val Recall,Random Val F1,Sequence Val Loss,Sequence Val Accuracy,Sequence Val Precision,Sequence Val Recall,Sequence Val F1
1,2.2952775160471597,8.745247148288973,0.18760131596460472,0.08745247148288973,0.07135776844042416,2.154230833053589,3.4482758620689653,0.08620689655172414,0.034482758620689655,0.04926108374384236,2.1489152908325195,0.0,0.0,0.0,0.0
2,2.0589512983957925,8.935361216730039,0.19864082897722857,0.08935361216730038,0.07513192069796999,1.9558323621749878,3.4482758620689653,0.08620689655172414,0.034482758620689655,0.04926108374384236,1.8655214309692383,0.0,0.0,0.0,0.0
3,1.9436397552490234,10.076045627376425,0.19942270236955406,0.10076045627376426,0.08657760723866675,1.7862457036972046,27.586206896551722,0.4854111405835544,0.27586206896551724,0.31773399014778325,1.6841180324554443,24.137931034482758,0.2413793103448276,0.2413793103448276,0.2413793103448276
4,1.8174326419830322,26.045627376425855,0.4700463961554314,0.26045627376425856,0.2738408307499763,1.6427018642425537,37.93103448275862,0.41379310344827586,0.3793103448275862,0.3931034482758621,1.602780818939209,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
5,1.635105808575948,38.40304182509506,0.47575346724275336,0.3840304182509506,0.3475675326769476,1.522553563117981,44.827586206896555,0.374384236453202,0.4482758620689655,0.39885057471264374,1.5947588682174683,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
6,1.4547813336054485,42.39543726235741,0.462358914108889,0.42395437262357416,0.3562347714728888,1.4212042093276978,55.172413793103445,0.4752351097178683,0.5517241379310345,0.4943375977858736,1.6514253616333008,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
7,1.502356767654419,47.148288973384034,0.41493412617422243,0.4714828897338403,0.4096462615017915,1.3382548093795776,55.172413793103445,0.4752351097178683,0.5517241379310345,0.4943375977858736,1.750320315361023,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
8,1.4834644397099812,48.85931558935361,0.4084774487684551,0.48859315589353614,0.4241737614912554,1.2706488370895386,58.62068965517241,0.5116584564860427,0.5862068965517241,0.5364979847738468,1.847686767578125,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
9,1.393954594930013,50.760456273764255,0.4197416176978915,0.5076045627376425,0.4460912811917297,1.218005895614624,65.51724137931035,0.5611615245009074,0.6551724137931034,0.6005695904276026,1.9326308965682983,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
10,1.369921088218689,54.18250950570342,0.440175644342012,0.5418250950570342,0.4831786655545626,1.1785016059875488,65.51724137931035,0.5611615245009074,0.6551724137931034,0.6005695904276026,2.018110513687134,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
11,1.263422926266988,53.2319391634981,0.42595844754403017,0.532319391634981,0.473085246626382,1.148587942123413,62.06896551724138,0.5220810647307924,0.6206896551724138,0.5582150101419879,2.10733699798584,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
12,1.2440548340479534,53.2319391634981,0.42505831166684205,0.532319391634981,0.47238463296557176,1.123299241065979,62.06896551724138,0.5220810647307924,0.6206896551724138,0.5582150101419879,2.197220802307129,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
13,1.288472334543864,53.2319391634981,0.4260597308209323,0.532319391634981,0.4725138687739373,1.0985716581344604,65.51724137931035,0.6781609195402298,0.6551724137931034,0.6244514106583072,2.2869272232055664,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
14,1.1632823546727498,54.752851711026615,0.5348265837809565,0.5475285171102662,0.5015277303958757,1.072346568107605,65.51724137931035,0.6781609195402298,0.6551724137931034,0.6244514106583072,2.3671762943267822,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
15,1.3318281571070354,55.51330798479088,0.5386467480182533,0.5551330798479087,0.5134781940773514,1.043039083480835,68.96551724137932,0.7172413793103448,0.6896551724137931,0.666805990943922,2.426575183868408,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
16,1.1653986970583599,55.70342205323194,0.5425388122121911,0.5570342205323194,0.5162417724098318,1.0158597230911255,68.96551724137932,0.7172413793103448,0.6896551724137931,0.666805990943922,2.4597361087799072,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
17,1.2150668700536091,56.463878326996195,0.5501523720027502,0.564638783269962,0.5252204996772083,0.993638277053833,68.96551724137932,0.7172413793103448,0.6896551724137931,0.666805990943922,2.4884393215179443,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
18,1.1922756433486938,56.844106463878326,0.5529864019507059,0.5684410646387833,0.5301195036357874,0.9755495190620422,68.96551724137932,0.7172413793103448,0.6896551724137931,0.666805990943922,2.499460220336914,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
19,1.2196804682413738,57.41444866920152,0.555332900062121,0.5741444866920152,0.538851706426211,0.9577891826629639,68.96551724137932,0.7172413793103448,0.6896551724137931,0.666805990943922,2.4739890098571777,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
20,1.1497466166814168,57.60456273764259,0.5552702386962105,0.5760456273764258,0.5426480848370793,0.9397763013839722,68.96551724137932,0.7172413793103448,0.6896551724137931,0.666805990943922,2.460232973098755,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
21,1.1647229194641113,57.98479087452471,0.5572646290476989,0.5798479087452472,0.5468173878124074,0.9249427914619446,68.96551724137932,0.7172413793103448,0.6896551724137931,0.666805990943922,2.4658210277557373,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
22,1.119829535484314,58.745247148288975,0.5622232673719859,0.5874524714828897,0.5564033562186105,0.9135289192199707,72.41379310344827,0.7375253549695742,0.7241379310344828,0.7153430860327412,2.4607386589050293,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
23,1.0798787871996562,58.745247148288975,0.5622232673719859,0.5874524714828897,0.5564033562186105,0.9007726311683655,72.41379310344827,0.7375253549695742,0.7241379310344828,0.7153430860327412,2.4406044483184814,48.275862068965516,0.23305588585017836,0.4827586206896552,0.3143544506816359
