Epoch,Training Loss,Training Accuracy,Training Precision,Training Recall,Training F1,Random Val Loss,Random Val Accuracy,Random Val Precision,Random Val Recall,Random Val F1,Sequence Val Loss,Sequence Val Accuracy,Sequence Val Precision,Sequence Val Recall,Sequence Val F1
1,1.5338628788516946,38.05605554127025,0.3880203219617345,0.3805605554127025,0.3724070847086212,1.4271301201411657,43.05555555555556,0.4168800206243351,0.4305555555555556,0.4147671341907115,2.3056683937708535,24.151234567901234,0.3024543081151245,0.24151234567901234,0.2488105332309411
2,1.3059857486045523,49.391445958686894,0.48134731363346356,0.49391445958686897,0.48172416828577624,1.2602146353040422,49.92283950617284,0.4964892602034306,0.4992283950617284,0.4891198381983141,2.4471027624039423,35.03086419753087,0.41763387975082017,0.35030864197530864,0.3744404679247957
3,1.1571154984709335,54.705579840575986,0.5371660365232953,0.5470557984057598,0.5331807324377427,1.167452105454036,53.39506172839506,0.5201728325567344,0.5339506172839507,0.5224405076839753,2.456192774432046,40.4320987654321,0.4575134230297594,0.404320987654321,0.41984156787227067
4,1.0887961519907599,56.65552412788206,0.5605567507410495,0.5665552412788206,0.5556001426482744,1.0843838055928547,57.71604938271605,0.576285935806255,0.5771604938271605,0.5661073999406637,2.4108035252207802,37.885802469135804,0.45864683317867405,0.37885802469135804,0.40230649764981913
5,1.0451979370966349,58.56689808862604,0.5814365911585527,0.5856689808862604,0.5773340492855831,1.0704466700553894,58.410493827160494,0.59385555792322,0.5841049382716049,0.5712280298784778,2.3394513641084944,39.27469135802469,0.520065694372562,0.39274691358024694,0.4136227362681959
6,1.0085552888373805,59.912573926459245,0.5959902781760841,0.5991257392645924,0.5912299727024899,1.0305221109163194,59.41358024691358,0.5900862836552652,0.5941358024691358,0.5780863795612609,1.8333592102641152,40.58641975308642,0.5098106942791286,0.4058641975308642,0.4330907266002785
7,0.9779114510915051,61.30110568269478,0.6102537228944094,0.6130110568269478,0.605797186423151,0.9846130609512329,60.26234567901235,0.5973409257254045,0.6026234567901234,0.5938784078104477,2.1960199730736867,44.21296296296296,0.5123104328269029,0.44212962962962965,0.4588589841972872
8,0.9470265806537785,62.50964258164053,0.6217757006282906,0.6250964258164052,0.6179137632251827,0.973149836063385,63.425925925925924,0.6294666868009117,0.6342592592592593,0.6260690936242298,2.0128437819935026,43.364197530864196,0.5721093190564241,0.43364197530864196,0.48197662696072213
9,0.9240793365321748,63.43104482729065,0.6300803714915735,0.6343104482729065,0.6269650039140039,0.9522293295179095,63.50308641975309,0.6312870628745241,0.6350308641975309,0.6267574064098695,1.9912657993180412,49.382716049382715,0.6024312641616241,0.49382716049382713,0.5317189202245729
10,0.8991489856210474,64.4210165423845,0.639741859680212,0.644210165423845,0.6372719328358069,0.9038215421494984,65.35493827160494,0.6464215053615886,0.6535493827160493,0.6452594005548807,2.3800634770166305,45.138888888888886,0.5949946187214705,0.4513888888888889,0.5033347290073606
11,0.8786447742213942,65.34670437987486,0.6484456738154529,0.6534670437987486,0.6467919970291851,0.9124432319686526,65.97222222222223,0.6627582816639029,0.6597222222222222,0.6508298505165875,3.4411579484031316,41.898148148148145,0.6402319549503998,0.41898148148148145,0.47336390763733416
12,0.8601751848442913,66.23382189080311,0.6580323945792071,0.6623382189080312,0.6559312845330937,0.885474029041472,66.5895061728395,0.6652383131092421,0.6658950617283951,0.6601974102248283,2.9735723918392543,41.04938271604938,0.6146155954381475,0.4104938271604938,0.467761402253648
13,0.8444504176100639,66.87666066683809,0.6635133824742458,0.668766606668381,0.6624555982645431,0.8557841238521394,66.51234567901234,0.6607311898014245,0.6651234567901234,0.657160915515608,3.7082908707005635,45.138888888888886,0.6252095736144296,0.4513888888888889,0.5081565786744643
14,0.824276963325396,67.80234850432845,0.673370997560581,0.6780234850432845,0.6718282140985739,0.8670993759518578,66.51234567901234,0.6614729816102631,0.6651234567901234,0.6547220377287678,4.247388472159703,42.901234567901234,0.6184715559113069,0.42901234567901236,0.4916623095721492
15,0.8112528848321471,68.29519156595526,0.6776592907319814,0.6829519156595526,0.6764714070004981,0.8809116653033665,64.96913580246914,0.6425911976681075,0.6496913580246914,0.6371012216865973,4.458603190524237,47.22222222222222,0.6305519200366871,0.4722222222222222,0.5282302083279147
