Epoch,Training Loss,Training Accuracy,Training Precision,Training Recall,Training F1,Random Val Loss,Random Val Accuracy,Random Val Precision,Random Val Recall,Random Val F1,Sequence Val Loss,Sequence Val Accuracy,Sequence Val Precision,Sequence Val Recall,Sequence Val F1
1,1.1267539287496193,55.67906657809587,0.5520890167899469,0.5567906657809587,0.5495485109529866,0.945906922312602,63.24975891996143,0.6254000977113882,0.6324975891996143,0.6248492578135132,2.148064235739547,38.23529411764706,0.5730476459881522,0.38235294117647056,0.43212271232998384
2,0.8590996258463972,66.71148777508732,0.6628190718800611,0.6671148777508732,0.6611105301063793,0.8000179807101291,69.24783027965285,0.690025093718329,0.6924783027965284,0.6855559481615519,2.431125506957576,49.58534233365477,0.6354452628430676,0.49585342333654775,0.5339878615792792
3,0.755886133643998,70.75770887350805,0.702474857512932,0.7075770887350805,0.7020000649580294,0.7308984907126865,70.48216007714561,0.7038562209481565,0.7048216007714562,0.6978427446063156,4.251226282421431,46.93346190935391,0.6474706921684429,0.4693346190935391,0.5288449975148471
4,0.6928521494138801,73.22626266955236,0.727096616225786,0.7322626266955236,0.7268654243462611,0.677866842300614,73.80906460945033,0.7377456600588518,0.7380906460945034,0.7333907154730251,2.756654883713456,50.279652844744454,0.6063089855199056,0.5027965284474446,0.541524284248134
5,0.6502421104850775,74.79803715687746,0.7426175534512198,0.7479803715687745,0.7426114019638177,0.6535370875538492,73.87656702025072,0.7396095558875522,0.7387656702025073,0.7330668964989199,6.561532468526436,48.71745419479267,0.6250633936467195,0.4871745419479267,0.5365664460651095
6,0.6157398721638059,76.18177727301948,0.756768278932461,0.7618177727301948,0.7567608816377909,0.6090350951656608,75.63162970106075,0.758327933391181,0.7563162970106075,0.7508937273185926,8.396230334581906,50.01928640308582,0.651331059953729,0.5001928640308583,0.5545903860677636
7,0.5883666583434907,77.2049842501125,0.767036580721018,0.772049842501125,0.7671220951611067,0.593382094215396,76.71166827386692,0.7671417818207578,0.7671166827386693,0.7605443602287162,8.056496925814152,49.21890067502411,0.6233656114851303,0.4921890067502411,0.5399609667122764
8,0.562765402666379,78.24961964557396,0.7775356966623658,0.7824961964557396,0.7776918887847469,0.5692618500464167,77.83027965284474,0.7747160680468578,0.7783027965284475,0.7692170686985325,10.649941582881556,48.428158148505304,0.6347749373428533,0.484281581485053,0.5325196070079047
9,0.5443662252784143,78.89568645938243,0.7841340584928943,0.7889568645938243,0.784345137142162,0.5511573767918019,77.9459980713597,0.7757674718758396,0.7794599807135969,0.7741187349842166,10.144764386045592,49.59498553519769,0.6322599070387148,0.49594985535197683,0.5412276415380963
10,0.5256435836642663,79.42657552446055,0.7894879161005488,0.7942657552446054,0.7896888475232966,0.529214639239516,79.74927675988428,0.7937008371272429,0.7974927675988428,0.7940425344627735,10.958761552015467,49.990356798457086,0.6397792981684917,0.49990356798457086,0.5544406212167191
