Epoch,Training Loss,Training Accuracy,Training Precision,Training Recall,Training F1,Random Val Loss,Random Val Accuracy,Random Val Precision,Random Val Recall,Random Val F1,Sequence Val Loss,Sequence Val Accuracy,Sequence Val Precision,Sequence Val Recall,Sequence Val F1
1,2.315840239878054,32.44537563603711,0.282002080742184,0.32445375636037116,0.24534599625115966,1.3655123710632324,64.42048517520216,0.6658032575743056,0.6442048517520216,0.6043281341579505,2.4334458112716675,19.946091644204852,0.087549638896319,0.19946091644204852,0.12168703125111713
2,1.1741002246185586,64.23226578868602,0.6386103397827267,0.6423226578868603,0.6262542111189272,1.0160640478134155,70.08086253369272,0.686468334816292,0.7008086253369272,0.6886578672840978,2.639565587043762,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
3,0.8818337012220312,70.8171206225681,0.7050465869185133,0.708171206225681,0.7024178342315448,0.8241496980190277,69.81132075471699,0.6858897915160299,0.6981132075471698,0.6878760931134832,2.7079010009765625,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
4,0.7200309104389615,73.45106255612092,0.7307249167983679,0.7345106255612093,0.7269649946128345,0.6763359010219574,73.04582210242587,0.7245338026405459,0.7304582210242587,0.7243975130353674,2.917155385017395,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
5,0.6082729917985422,75.54624363962886,0.7556031159715249,0.7554624363962885,0.7514741734979691,0.5792633295059204,77.89757412398922,0.7802171380342432,0.7789757412398922,0.767281828972531,3.0928183794021606,30.997304582210244,0.09634297370146426,0.30997304582210244,0.14699752688470835
6,0.5287830851696156,79.57198443579766,0.7962330231918286,0.7957198443579766,0.790895401438968,0.5044771730899811,82.47978436657682,0.834695340359596,0.8247978436657682,0.826065356591323,3.355649471282959,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
7,0.4616524014208052,82.92427416941035,0.8316363231878293,0.8292427416941036,0.8277709232263566,0.43957990407943726,85.44474393530997,0.8562848718845212,0.8544474393530997,0.8525611177311792,3.484197974205017,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
8,0.4088604317771064,86.5459443280455,0.8654394855883324,0.865459443280455,0.862964880062893,0.3896886110305786,87.6010781671159,0.8801607568295002,0.876010781671159,0.8693654068444263,3.5731074810028076,30.997304582210244,0.09634297370146426,0.30997304582210244,0.14699752688470835
9,0.3594835825540401,89.29961089494164,0.8926161841197022,0.8929961089494164,0.8904754830381492,0.3331266939640045,90.8355795148248,0.908082565721032,0.9083557951482479,0.9065061863361755,3.797445774078369,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
10,0.32050003497688856,91.2152050284346,0.9115611226089742,0.912152050284346,0.9102997679264283,0.29707691073417664,92.45283018867924,0.9231496910232917,0.9245283018867925,0.9231414447597055,3.814462900161743,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
11,0.28504866968702386,92.50224483687519,0.9257535671411125,0.9250224483687519,0.9235493805148899,0.26445748656988144,93.26145552560646,0.9324786701303135,0.9326145552560647,0.9323091389070463,4.0953065156936646,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
12,0.26070757541391587,93.23555821610296,0.9325079871014867,0.9323555821610297,0.9314242544295437,0.23795710504055023,94.60916442048517,0.9483265279381528,0.9460916442048517,0.9454524281784585,4.096151828765869,30.997304582210244,0.09634297370146426,0.30997304582210244,0.14699752688470835
13,0.23378836391148744,93.72942232864412,0.9375713916113687,0.9372942232864412,0.936452297314475,0.21070124208927155,94.07008086253369,0.9398112062550038,0.9407008086253369,0.9396438835567059,4.240388631820679,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
14,0.2122904790772332,94.43280454953607,0.9446388467766726,0.9443280454953606,0.9435574494104534,0.19814936071634293,95.95687331536388,0.9598479234644169,0.9595687331536388,0.9593507134743698,4.265856742858887,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
15,0.19293077952331966,95.09129003292428,0.9512055428029205,0.9509129003292427,0.9502081898444409,0.17760221660137177,96.22641509433963,0.9622304705776354,0.9622641509433962,0.9618886053344046,4.311336636543274,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
16,0.18085960436750342,95.37563603711463,0.953845353531876,0.9537563603711464,0.9532795952412769,0.16363554447889328,95.68733153638814,0.9575076489109511,0.9568733153638814,0.9557891941229705,4.398577451705933,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
17,0.16786447884859862,95.71984435797665,0.9571526602610527,0.9571984435797666,0.9567916958079483,0.16022294759750366,96.22641509433963,0.9628606729947654,0.9622641509433962,0.9617969801364553,4.499588251113892,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
18,0.15934586138636977,96.16881173301407,0.961626075832016,0.9616881173301407,0.9613875925060474,0.1418224722146988,95.95687331536388,0.9594373465330961,0.9595687331536388,0.95881291529727,4.572024822235107,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
19,0.1448759055799908,96.15384615384616,0.9614544112484646,0.9615384615384616,0.9611605534538468,0.13684476912021637,96.49595687331536,0.9652577729626007,0.9649595687331537,0.964937919676444,4.737921953201294,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
20,0.135181010597282,96.6477102663873,0.9662981708103403,0.9664771026638731,0.9661103562636991,0.1269729807972908,97.03504043126685,0.9704820503555622,0.9703504043126685,0.9702766929749007,4.729377746582031,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
21,0.12963392778679175,96.84226279557019,0.9682336288113784,0.9684226279557019,0.9681426454211539,0.1189626008272171,96.22641509433963,0.9626461093265074,0.9622641509433962,0.9613331373011048,4.673380374908447,30.997304582210244,0.09660406577111592,0.30997304582210244,0.1473012407832305
22,0.12104385925663842,96.40826099970069,0.9638347269056587,0.9640826099970069,0.9637216313912707,0.11413698643445969,96.49595687331536,0.9645451482505211,0.9649595687331537,0.9645287136439087,4.7899545431137085,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
23,0.11344761125467441,96.58784794971565,0.9657607053674013,0.9658784794971566,0.9655646049270729,0.10384749621152878,97.03504043126685,0.9707264516918548,0.9703504043126685,0.9700072211458028,4.8701266050338745,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
24,0.10707476707520308,97.38102364561509,0.9735940437911019,0.9738102364561508,0.9735895274551579,0.09612025693058968,98.11320754716981,0.9810440852530351,0.9811320754716981,0.9810240311267383,5.045079469680786,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
25,0.1009984408263807,97.45585154145465,0.9744257575914727,0.9745585154145465,0.9743435436760063,0.09394637495279312,97.30458221024259,0.9727687738912493,0.9730458221024259,0.9727820584084509,4.931626796722412,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
26,0.09445867080379415,97.71026638730919,0.976957070181753,0.9771026638730919,0.9769844438688945,0.08835968002676964,97.84366576819407,0.9785314641257427,0.9784366576819407,0.9783293280459459,4.988801002502441,30.997304582210244,0.09634297370146426,0.30997304582210244,0.14699752688470835
27,0.09005511717663871,97.62047291230171,0.976051720592683,0.976204729123017,0.9760248523526123,0.08123418688774109,98.11320754716981,0.9810456676900935,0.9811320754716981,0.9810244323300809,5.106102228164673,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
28,0.08747418169622068,97.8299910206525,0.9781739855313631,0.978299910206525,0.9781508010094796,0.0811915211379528,98.11320754716981,0.9813471905453037,0.9811320754716981,0.9811372665437782,5.172975063323975,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
29,0.08340589771116222,97.99461239149954,0.9799332971227194,0.9799461239149955,0.979830121496142,0.07843583449721336,98.11320754716981,0.981587130629135,0.9811320754716981,0.981089680568658,5.078884124755859,30.997304582210244,0.09847210019210437,0.30997304582210244,0.14946289421191522
30,0.07674492840413694,98.05447470817121,0.9804495474823051,0.980544747081712,0.9804727111552121,0.07515798881649971,98.38274932614556,0.9839037536466831,0.9838274932614556,0.983736584565928,5.088555335998535,30.45822102425876,0.09570206059534857,0.3045822102425876,0.14564222111391925
31,0.0725245644096975,98.1442681831787,0.9813197926392522,0.9814426818317868,0.9813190856490352,0.06955179944634438,98.11320754716981,0.9810595065312047,0.9811320754716981,0.9810731450449599,5.140054941177368,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
32,0.06865929108526972,98.263992816522,0.9825901754949666,0.98263992816522,0.9825318682468946,0.06603099405765533,98.6522911051213,0.9866070620037408,0.9865229110512129,0.9864997123905582,5.2472450733184814,30.7277628032345,0.09602425876010781,0.30727762803234504,0.14632268001540238
33,0.07002812692964519,98.45854534570488,0.9844986924442741,0.9845854534570488,0.9845037540196423,0.06661108881235123,97.84366576819407,0.9789326239797937,0.9784366576819407,0.9785050943106804,5.259042263031006,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
34,0.06270167176370267,98.45854534570488,0.9845108085509173,0.9845854534570488,0.9845041590713652,0.06227966956794262,98.38274932614556,0.9839130696067862,0.9838274932614556,0.9838274979147621,5.260449409484863,30.997304582210244,0.09634297370146426,0.30997304582210244,0.14699752688470835
35,0.06172692085857744,98.42861418736905,0.9842557949445536,0.9842861418736905,0.9842033376531812,0.06245008856058121,98.6522911051213,0.9866070620037408,0.9865229110512129,0.9864997123905582,5.267818927764893,30.7277628032345,0.09602425876010781,0.30727762803234504,0.14632268001540238
36,0.05811293809502213,98.66806345405567,0.9866384192965921,0.9866806345405568,0.9866276485770238,0.06476397812366486,97.57412398921834,0.9764719958719107,0.9757412398921833,0.9755420446093201,5.254922151565552,30.45822102425876,0.10211939993556145,0.3045822102425876,0.1529561317812121
37,0.05861765367013437,98.62316671655194,0.9861795332960511,0.9862316671655194,0.986185585728959,0.05815807171165943,98.6522911051213,0.986739321998756,0.9865229110512129,0.9865274541863244,5.2556540966033936,30.7277628032345,0.0957640304165845,0.30727762803234504,0.1460203604285937
38,0.05574172197116746,98.53337324154445,0.9852967663094836,0.9853337324154445,0.9852660384648727,0.05667792819440365,97.84366576819407,0.9787250915355029,0.9784366576819407,0.9782191054001271,5.187958002090454,29.919137466307276,0.10209794684348181,0.2991913746630728,0.15224339861174055
39,0.05240187242075249,98.75785692906315,0.9875298052206885,0.9875785692906316,0.9875360952041256,0.054666100069880486,98.38274932614556,0.9841592369894258,0.9838274932614556,0.9839142024734422,5.615455389022827,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
40,0.04922855755797139,98.8177192457348,0.9881694084251725,0.9881771924573481,0.9881595341265297,0.05073128640651703,98.6522911051213,0.9864918100767157,0.9865229110512129,0.9864845563327935,5.478404521942139,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
41,0.04842623723325906,98.84765040407063,0.9884492019605257,0.9884765040407064,0.9884457584966619,0.04724345728754997,98.6522911051213,0.9864918100767157,0.9865229110512129,0.9864845563327935,5.433407783508301,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
42,0.04609846806636563,98.98234061658187,0.9898142493114364,0.9898234061658187,0.989801213796601,0.049462419003248215,98.6522911051213,0.9866070620037408,0.9865229110512129,0.9864997123905582,5.43519926071167,30.7277628032345,0.09815813117699909,0.30727762803234504,0.14878706199460914
43,0.04283255083417451,99.07213409158935,0.990704342876451,0.9907213409158935,0.9907009796946886,0.048505036160349846,98.38274932614556,0.9838885755353797,0.9838274932614556,0.9837775300525458,5.495636940002441,30.997304582210244,0.09713051844561792,0.30997304582210244,0.1479124492512107
44,0.04140056628319952,98.98234061658187,0.9897968838847981,0.9898234061658187,0.9897983736289899,0.04423568211495876,99.46091644204851,0.994767718408118,0.9946091644204852,0.9946059200562704,5.480837821960449,30.997304582210244,0.10126960303847096,0.30997304582210244,0.15266338445199906
45,0.04078379521767298,99.10206524992518,0.9910125072529709,0.9910206524992518,0.9910065580523433,0.042375506833195686,99.46091644204851,0.9947750362844703,0.9946091644204852,0.9946311551780873,5.614654064178467,30.997304582210244,0.09608328913623122,0.30997304582210244,0.1466950628376205
